conversation_id,start_time,end_time,turn_count,all_request_times,timeZone,isEscalated,isForMPU,isMPUCaseCreated,mpuCaseCreationNumber,is_mpu_eligible,ineligibleReason,Abandoned_flag,End_Interaction,Stage_Last_Completed_Escalation,Caller_Type,Intent_Identified,MPU_Intent_Identification_retry,MPU_AHT,Auth_Sub_module1_AHT,Auth_Sub_module2_AHT,Auth_Sub_moduleN_AHT,MPU_Sub_module1_AHT,MPU_Sub_module2_AHT,MPU_Sub_moduleN_AHT,MPU_Code,Number_of_Question_Prompts_from_AI,Number_of_Successful_Prompts_from_AI,Number_of_AI_Prompts_Exception_handling,AI_Prompts_Auth,AI_Prompts_Intent_Identification,AI_Prompts_MPU,Prompts_Exception_Handling_Auth,Prompts_Exception_Handling_Intent_Identification,Prompts_Exception_Handling_MPU,Handled_by_AI_flag,Stage_Last_handled_abandonment,Retry_of_authentication_VA_flag,Retry_of_MPU_resolution_VA_flag,Auth_Retry_Prompt,MPU_Retry_Prompt,Type,ASAbandonment_by_customer_flag,Authentication_by_VA_success_flag,Authentication_by_VA_failure_reason
065R72NOd4gT-iRtimouXP4hA,2025-09-18 08:05:56.208094 UTC,2025-09-18 08:06:57.779194 UTC,4,2025-09-18T08:05:56+00:00|2025-09-18T08:06:14+00:00|2025-09-18T08:06:34+00:00|2025-09-18T08:06:57+00:00,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
5de9e791-854a-49e4-881d-28286e311a36,2025-09-18 13:22:32.602113 UTC,2025-09-18 13:22:32.602113 UTC,1,2025-09-18T13:22:32+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ff4914e1-f03e-4efa-8019-7ef0194128a0,2025-09-18 13:29:51.373245 UTC,2025-09-18 13:29:51.373245 UTC,1,2025-09-18T13:29:51+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b87f5e55-f8de-4807-a5a7-fbc76353d6fa,2025-09-18 13:30:10.574888 UTC,2025-09-18 13:30:10.574888 UTC,1,2025-09-18T13:30:10+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2233a8f3-d5aa-45ce-8c5b-3869c56bd660,2025-09-18 13:30:44.130092 UTC,2025-09-18 13:30:44.130092 UTC,1,2025-09-18T13:30:44+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
4037ce37-a69f-40cf-8b45-a3c9acfa96c9,2025-09-18 13:31:00.116544 UTC,2025-09-18 13:31:00.116544 UTC,1,2025-09-18T13:31:00+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
010683f7-7177-4c28-9e88-4ee6114c2e6c,2025-09-18 13:31:34.695307 UTC,2025-09-18 13:31:34.695307 UTC,1,2025-09-18T13:31:34+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2047d88d-9825-483a-98fa-15c8356a0c45,2025-09-18 13:31:41.187708 UTC,2025-09-18 13:31:41.187708 UTC,1,2025-09-18T13:31:41+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
a1cb9f0a-6943-4848-ac24-34a962cba221,2025-09-18 13:36:29.380301 UTC,2025-09-18 13:36:29.380301 UTC,1,2025-09-18T13:36:29+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
383a2dc9-839b-4c32-987c-4058866f6bdb,2025-09-18 13:39:44.644822 UTC,2025-09-18 13:42:20.88472 UTC,8,2025-09-18T13:39:44+00:00|2025-09-18T13:39:52+00:00|2025-09-18T13:40:58+00:00|2025-09-18T13:41:01+00:00|2025-09-18T13:41:42+00:00|2025-09-18T13:41:52+00:00|2025-09-18T13:42:11+00:00|2025-09-18T13:42:20+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
c92ad55c-df40-459f-afcc-555881900d44,2025-09-18 13:43:33.419944 UTC,2025-09-18 13:47:56.088661 UTC,12,2025-09-18T13:43:33+00:00|2025-09-18T13:43:35+00:00|2025-09-18T13:43:36+00:00|2025-09-18T13:43:37+00:00|2025-09-18T13:43:40+00:00|2025-09-18T13:43:42+00:00|2025-09-18T13:43:43+00:00|2025-09-18T13:43:45+00:00|2025-09-18T13:46:50+00:00|2025-09-18T13:47:06+00:00|2025-09-18T13:47:39+00:00|2025-09-18T13:47:56+00:00,America/Los_Angeles,false,false,true,500VE00000Q0mX7YAJ,false,IsContainerBlocked,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
065TK4rROyWTKalfm-sTD2nFA,2025-09-18 16:27:24.55105 UTC,2025-09-18 16:27:42.449611 UTC,2,2025-09-18T16:27:24+00:00|2025-09-18T16:27:42+00:00,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
065ofFx-5uMS86rgd8agIM4LA,2025-09-18 16:35:15.510712 UTC,2025-09-18 16:35:15.510712 UTC,1,2025-09-18T16:35:15+00:00,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
065YvU1u69vTs62XG50HEl6WA,2025-09-18 16:37:47.185766 UTC,2025-09-18 16:38:02.621376 UTC,2,2025-09-18T16:37:47+00:00|2025-09-18T16:38:02+00:00,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
19029efa-f1dd-4ff2-97b1-4240f320234b,2025-09-18 17:07:00.025539 UTC,2025-09-18 17:07:31.01306 UTC,6,2025-09-18T17:07:00+00:00|2025-09-18T17:07:06+00:00|2025-09-18T17:07:11+00:00|2025-09-18T17:07:14+00:00|2025-09-18T17:07:26+00:00|2025-09-18T17:07:31+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b66ab441-f985-4418-a3a4-a4b01b94e8bb,2025-09-18 17:17:22.548094 UTC,2025-09-18 17:17:31.115178 UTC,6,2025-09-18T17:17:22+00:00|2025-09-18T17:17:24+00:00|2025-09-18T17:17:25+00:00|2025-09-18T17:17:27+00:00|2025-09-18T17:17:29+00:00|2025-09-18T17:17:31+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
189b9b15-84c0-4979-8647-8206e12b1ec6,2025-09-18 17:30:15.8053 UTC,2025-09-18 17:31:48.86998 UTC,6,2025-09-18T17:30:15+00:00|2025-09-18T17:30:23+00:00|2025-09-18T17:30:31+00:00|2025-09-18T17:30:58+00:00|2025-09-18T17:31:22+00:00|2025-09-18T17:31:48+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
142afb6e-4248-4a60-8fcd-da7a7cca8b04,2025-09-18 18:01:13.826504 UTC,2025-09-18 18:02:49.012238 UTC,7,2025-09-18T18:01:13+00:00|2025-09-18T18:01:18+00:00|2025-09-18T18:01:18+00:00|2025-09-18T18:01:20+00:00|2025-09-18T18:01:22+00:00|2025-09-18T18:01:24+00:00|2025-09-18T18:02:49+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
d46ee379-110b-4083-a0ef-1f7455149dd4,2025-09-18 18:05:39.491285 UTC,2025-09-18 18:21:39.216874 UTC,10,2025-09-18T18:05:39+00:00|2025-09-18T18:05:53+00:00|2025-09-18T18:06:25+00:00|2025-09-18T18:06:28+00:00|2025-09-18T18:06:41+00:00|2025-09-18T18:06:46+00:00|2025-09-18T18:07:15+00:00|2025-09-18T18:21:25+00:00|2025-09-18T18:21:30+00:00|2025-09-18T18:21:39+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
c07d6cb2-e7d0-445c-8efb-3919aa10a375,2025-09-18 19:00:50.746836 UTC,2025-09-18 19:00:50.746836 UTC,1,2025-09-18T19:00:50+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8ec8c118-f100-4a28-9d50-7769a313c03d,2025-09-18 19:55:08.268221 UTC,2025-09-18 19:55:54.198937 UTC,4,2025-09-18T19:55:08+00:00|2025-09-18T19:55:17+00:00|2025-09-18T19:55:50+00:00|2025-09-18T19:55:54+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
081srHEQT-GTuiy4QfjAXw7CQ,2025-09-18 19:56:40.351808 UTC,2025-09-18 19:59:24.870339 UTC,11,2025-09-18T19:56:40+00:00|2025-09-18T19:56:53+00:00|2025-09-18T19:57:10+00:00|2025-09-18T19:57:38+00:00|2025-09-18T19:57:46+00:00|2025-09-18T19:58:04+00:00|2025-09-18T19:58:27+00:00|2025-09-18T19:58:52+00:00|2025-09-18T19:58:56+00:00|2025-09-18T19:59:05+00:00|2025-09-18T19:59:24+00:00,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
e258200c-fab4-4e20-aa75-c263d45434d4,2025-09-18 20:11:26.674496 UTC,2025-09-18 20:11:48.919889 UTC,4,2025-09-18T20:11:26+00:00|2025-09-18T20:11:38+00:00|2025-09-18T20:11:45+00:00|2025-09-18T20:11:48+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
065WMVhLZjnSyKhP_wcMO5zmA,2025-09-18 20:32:43.451477 UTC,2025-09-18 20:32:55.434337 UTC,2,2025-09-18T20:32:43+00:00|2025-09-18T20:32:55+00:00,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
065obCztqMZQ2KkXvaX7nq9uA,2025-09-18 20:52:04.977773 UTC,2025-09-18 20:52:04.977773 UTC,1,2025-09-18T20:52:04+00:00,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
081_nmqK1DgTFWLx8a7weZ5kQ,2025-09-18 20:57:25.652286 UTC,2025-09-18 20:57:25.652286 UTC,1,2025-09-18T20:57:25+00:00,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
119oTbe5awVSeiE3vd4tC0YAw,2025-09-18 21:05:06.146292 UTC,2025-09-18 21:05:06.146292 UTC,1,2025-09-18T21:05:06+00:00,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
202f6ab8-e79b-4411-848e-b910f95e3b89,2025-09-18 22:08:54.824697 UTC,2025-09-18 22:12:08.959711 UTC,6,2025-09-18T22:08:54+00:00|2025-09-18T22:09:05+00:00|2025-09-18T22:11:13+00:00|2025-09-18T22:11:50+00:00|2025-09-18T22:12:01+00:00|2025-09-18T22:12:08+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ec995d0a-2284-490a-9ca2-97cf1891378f,2025-09-18 22:14:37.420561 UTC,2025-09-18 22:14:44.202686 UTC,6,2025-09-18T22:14:37+00:00|2025-09-18T22:14:39+00:00|2025-09-18T22:14:40+00:00|2025-09-18T22:14:40+00:00|2025-09-18T22:14:42+00:00|2025-09-18T22:14:44+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
bfefbacc-bef3-4119-9354-6dd88261dac3,2025-09-18 22:15:43.954427 UTC,2025-09-18 22:16:39.333009 UTC,5,2025-09-18T22:15:43+00:00|2025-09-18T22:15:49+00:00|2025-09-18T22:16:10+00:00|2025-09-18T22:16:13+00:00|2025-09-18T22:16:39+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7195e8f9-f7de-4777-8c68-caea0e6de16e,2025-09-18 22:17:56.549119 UTC,2025-09-18 22:18:05.089317 UTC,5,2025-09-18T22:17:56+00:00|2025-09-18T22:17:58+00:00|2025-09-18T22:18:00+00:00|2025-09-18T22:18:00+00:00|2025-09-18T22:18:05+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3e8ad038-8717-4da7-a2a3-15e32bd5c418,2025-09-18 22:21:03.515208 UTC,2025-09-18 22:21:11.830786 UTC,5,2025-09-18T22:21:03+00:00|2025-09-18T22:21:05+00:00|2025-09-18T22:21:06+00:00|2025-09-18T22:21:07+00:00|2025-09-18T22:21:11+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
21073344-2bf2-4366-82b8-9f8d672062cf,2025-09-18 22:21:37.772809 UTC,2025-09-18 22:22:27.486574 UTC,5,2025-09-18T22:21:37+00:00|2025-09-18T22:21:45+00:00|2025-09-18T22:21:55+00:00|2025-09-18T22:22:01+00:00|2025-09-18T22:22:27+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
d5df4430-36b4-4349-9420-cf0addc98cba,2025-09-18 22:27:30.503861 UTC,2025-09-18 22:28:52.026694 UTC,6,2025-09-18T22:27:30+00:00|2025-09-18T22:27:36+00:00|2025-09-18T22:27:45+00:00|2025-09-18T22:27:48+00:00|2025-09-18T22:28:32+00:00|2025-09-18T22:28:52+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
89718238-5723-49dc-a881-c47f248fbb63,2025-09-18 22:31:05.224346 UTC,2025-09-18 22:32:15.099425 UTC,6,2025-09-18T22:31:05+00:00|2025-09-18T22:31:10+00:00|2025-09-18T22:31:24+00:00|2025-09-18T22:31:28+00:00|2025-09-18T22:31:54+00:00|2025-09-18T22:32:15+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
08266c98-f0bb-4d4c-bd77-b92bacc5df5a,2025-09-18 22:36:46.981982 UTC,2025-09-18 22:38:33.869197 UTC,10,2025-09-18T22:36:46+00:00|2025-09-18T22:36:52+00:00|2025-09-18T22:37:11+00:00|2025-09-18T22:37:38+00:00|2025-09-18T22:37:43+00:00|2025-09-18T22:37:59+00:00|2025-09-18T22:38:03+00:00|2025-09-18T22:38:11+00:00|2025-09-18T22:38:26+00:00|2025-09-18T22:38:33+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
66681c5b-e83b-464b-b9b5-4fc85090e3d4,2025-09-18 22:39:51.867248 UTC,2025-09-18 22:40:03.361129 UTC,10,2025-09-18T22:39:51+00:00|2025-09-18T22:39:53+00:00|2025-09-18T22:39:54+00:00|2025-09-18T22:39:55+00:00|2025-09-18T22:39:55+00:00|2025-09-18T22:39:57+00:00|2025-09-18T22:39:59+00:00|2025-09-18T22:40:01+00:00|2025-09-18T22:40:01+00:00|2025-09-18T22:40:03+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
21b0438e-96e4-4847-a579-2c1c0e7387ff,2025-09-18 22:40:54.82428 UTC,2025-09-18 22:42:10.942067 UTC,9,2025-09-18T22:40:54+00:00|2025-09-18T22:40:58+00:00|2025-09-18T22:41:06+00:00|2025-09-18T22:41:11+00:00|2025-09-18T22:41:32+00:00|2025-09-18T22:41:36+00:00|2025-09-18T22:41:42+00:00|2025-09-18T22:42:02+00:00|2025-09-18T22:42:10+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ff31506c-772d-413d-94f9-0e3a2ee3a785,2025-09-18 22:43:43.100856 UTC,2025-09-18 22:44:55.681136 UTC,9,2025-09-18T22:43:43+00:00|2025-09-18T22:43:50+00:00|2025-09-18T22:44:02+00:00|2025-09-18T22:44:05+00:00|2025-09-18T22:44:26+00:00|2025-09-18T22:44:30+00:00|2025-09-18T22:44:35+00:00|2025-09-18T22:44:49+00:00|2025-09-18T22:44:55+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6249656e-f620-4a4c-9541-e4b52907c7e8,2025-09-18 22:48:47.910215 UTC,2025-09-18 22:49:58.754856 UTC,9,2025-09-18T22:48:47+00:00|2025-09-18T22:48:52+00:00|2025-09-18T22:49:04+00:00|2025-09-18T22:49:07+00:00|2025-09-18T22:49:25+00:00|2025-09-18T22:49:29+00:00|2025-09-18T22:49:34+00:00|2025-09-18T22:49:52+00:00|2025-09-18T22:49:58+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
4fdb2dfe-4e29-40ac-8e5e-00b7b813a030,2025-09-18 22:50:35.452908 UTC,2025-09-18 22:51:43.422482 UTC,11,2025-09-18T22:50:35+00:00|2025-09-18T22:50:37+00:00|2025-09-18T22:50:38+00:00|2025-09-18T22:50:39+00:00|2025-09-18T22:50:41+00:00|2025-09-18T22:50:42+00:00|2025-09-18T22:50:45+00:00|2025-09-18T22:50:46+00:00|2025-09-18T22:50:47+00:00|2025-09-18T22:51:28+00:00|2025-09-18T22:51:43+00:00,America/Los_Angeles,false,false,true,500VE00000Q1aYkYAJ,false,IsContainerBlocked,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
820448c7-e918-417f-aed0-58be0e160d04,2025-09-18 22:52:07.558267 UTC,2025-09-19 10:51:06.04985 UTC,14,2025-09-18T22:52:07+00:00|2025-09-18T22:52:09+00:00|2025-09-18T22:52:10+00:00|2025-09-18T22:52:11+00:00|2025-09-18T22:52:13+00:00|2025-09-18T22:52:14+00:00|2025-09-18T22:52:17+00:00|2025-09-18T22:52:18+00:00|2025-09-18T22:52:19+00:00|2025-09-18T22:52:21+00:00|2025-09-18T22:52:26+00:00|2025-09-19T10:50:44+00:00|2025-09-19T10:50:53+00:00|2025-09-19T10:51:06+00:00,America/Los_Angeles,false,false,true,500VE00000Q1bPyYAJ,false,IsContainerBlocked,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
a41ac53d-7bd4-46fe-abed-ad39fdb4a507,2025-09-19 09:39:46.959668 UTC,2025-09-19 09:40:07.074174 UTC,3,2025-09-19T09:39:46+00:00|2025-09-19T09:39:55+00:00|2025-09-19T09:40:07+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
