filename,transcript,csat_score,csat_reasoning,inserted_date,churn_propensity,churn_signals,churn_reasoning,emotion,emotion_reasoning,o1,o2,o3,o4,o5,al1,al2,e1,e2,e3,rp1,rp2,rp3,cr1,cr2,cr3,se1,se2,se3,se4,se5,ess1,ess2,ess3,ess4,rl1,acus1,acus2,acus3,acus4,ci1,ci2,agent_behavior_score,script_adherence,escalation_rate,summary,l2_clusters,complexity_score,l3_intents,l1_cluster,proposed,resolution,resolutiondescription,aht_minutes,agent_name,skill_id,queue,conversation_date,industry,agent_id,wait_time,case_id,queue_name,channel,hold_time,queue_group,bu,is_resolved,is_escelation,nps,nps_bucket,aht_bucket,complexity_bucket,proposed_of_automation,ownership,active_listening,empathy,right_probing,agent_behavior_score_bkt,customer_relationship,set_expectation,encourage_self_service,aid_cross_up_sell,continuous_improvement,recognise_loyalty,is_sla_breach,aht_more_than_expected,is_fcr,is_adandonment,contact_id
transcript_11,"""AGENT
     00:00
     Hello good afternoon.
     CUSTOMER
     00:07
     good afternoon
     AGENT
     00:10
     How can I assist you today?
     CUSTOMER
     00:15
     I am calling to discuss my initial claim that I submitted last week.
     AGENT
     00:20
     I apologize for the inconvenience. Can you please provide me with your claim number so I can look into it for you?
     CUSTOMER
     00:25
     It's #1234.
     AGENT
     00:30
     Thank you. I've located your claim. Can you please tell me a little bit more about what's going on and why you're calling today?
     CUSTOMER
     00:37
     Well, I submitted my claim last week and I haven't heard anything back yet. I was wondering if there was an issue with it.
     AGENT
     00:43
     I understand your concern. Let me check on the status of your claim. (pause) Okay, I've checked and it looks like your claim is still being processed. It should be resolved within the next 3-5 business days.
     CUSTOMER
     00:55
     Okay, that's good to know. I was worried that something was wrong with it.
     AGENT
     01:00
     I completely understand. We appreciate your patience and apologize again for the delay. Is there anything else I can assist you with today?
     CUSTOMER
     01:05
     No, that's all. Thank you for your help.
     AGENT
     01:10
     You're welcome. It was my pleasure to assist you. If you have any other questions or concerns in the future, don't hesitate to reach out to us. Have a great day.
     CUSTOMER
     01:15
     Thank you. You too.""",8.0,"The agent provided a clear explanation of the claim status and apologized for the delay, which helped to alleviate the customer's concerns.",2026-02-26,none,,The customer is calling to inquire about the status of their claim and the agent is able to provide a resolution. The customer's tone is neutral and there is no indication of frustration or dissatisfaction.,joy,"The customer expresses relief and happiness that everything is okay, and thanks the agent for their help.",1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0.4961111111111111,0.58,0.37,The customer called to inquire about the status of their initial claim submitted last week. The agent apologized for the delay and informed the customer that the claim is still being processed and should be resolved within 3-5 business days. The customer was relieved to know that there was no issue with their claim and thanked the agent for their help.,Claim Status & Updates,7.5,Claim Status Inquiry,Claims & FNOL,,claimStatusExplained,Claim status explained refers to providing the customer with information about the current processing stage and expected resolution time of their claim.,8.5,Mason Harris,1133,103,2026-01-09,Insurance,5011,0.25,CASE-20260109-0011,New Policy,call,0.12,Policy,Retail,true,No,16.0,High NPS,medium,medium,1,100.0,50.0,0.0,100.0,low,100.0,100.0,33.33333333333333,0.0,0,100.0,0,Yes,yes,yes,
transcript_12,"""AGENT
     00:00
     Hello good afternoon.
     CUSTOMER
     00:07
     good afternoon. I'm calling to update some information on my claim.
     AGENT
     00:14
     Okay, I'd be happy to help you with that. Can you please provide me with your claim number so I can look into it?
     CUSTOMER
     00:22
     It's #123456.
     AGENT
     00:27
     Thank you. I've located your claim. What specific information would you like to update?
     CUSTOMER
     00:34
     I need to update my contact information. I've recently moved to a new address.
     AGENT
     00:41
     Okay, I can help you with that. What's your new address?
     CUSTOMER
     00:47
     It's 123 Main St, Anytown, USA 12345.
     AGENT
     00:55
     Got it. I've updated your address. Is there anything else you'd like to update?
     CUSTOMER
     01:02
     Yes, I also need to update the vehicle information. The vehicle make is incorrect.
     AGENT
     01:09
     Okay, what's the correct make of your vehicle?
     CUSTOMER
     01:15
     It's a Toyota, not a Honda.
     AGENT
     01:21
     I've updated the vehicle information. Anything else?
     CUSTOMER
     01:28
     Yes, I need to update the property details as well. The damage is more extensive than initially reported.
     AGENT
     01:36
     Okay, can you please provide more details about the damage?
     CUSTOMER
     01:43
     The roof is damaged, and there's water damage in the living room.
     AGENT
     01:51
     I've noted that down. I'll make sure to update the claim accordingly. Is there anything else you'd like to update or add?
     CUSTOMER
     02:00
     No, that's all. Thank you for your help.
     AGENT
     02:06
     You're welcome. I've updated all the information on your claim. If you have any further questions or concerns, please don't hesitate to reach out to us.
     CUSTOMER
     02:13
     Okay, thank you.
     AGENT
     02:17
     Have a great day.
     CUSTOMER
     02:20
     You too.""",8.0,"The agent was helpful and efficient in updating the claim information, and provided clear instructions and confirmation of the updates.",2026-02-26,none,None,The customer is calling to update information on their claim and the agent is helping them with the process. The tone is neutral and there is no indication of frustration or dissatisfaction.,neutral,"The customer's language shows no clear emotional charge, and the utterances are routine acknowledgments and end-of-call politeness.",0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.5383333333333333,0.83,0.5,"The customer called to update their claim information, including their contact address, vehicle make, and property damage details. The agent assisted with the updates and ensured the claim was updated accordingly.",Claim Status & Updates,9.18,Informationcorrection,Claims & FNOL,,claimUpdated,Claim updated refers to the successful modification or addition of information to an existing insurance claim.,7.760000228881836,John Smith,1267,104,2026-01-12,Insurance,5008,0.2,CASE-20260112-0012,Policy Service,call,0.1,Policy,Retail,true,No,16.0,High NPS,low,high,0,66.66666666666666,50.0,50.0,100.0,low,100.0,100.0,0.0,0.0,0,100.0,0,No,yes,yes,
transcript_13,"""
     AGENT
     00:00
     Hello good afternoon.
     CUSTOMER
     00:07
     good afternoon. I'm having some car trouble and I need roadside assistance.
     AGENT
     00:15
     Sorry to hear that. Can you please provide me with your location so I can assist you better?
     CUSTOMER
     00:23
     Yeah, I'm on the highway, near the 5th mile marker.
     AGENT
     00:30
     Okay, I've located you. What seems to be the issue with your vehicle?
     CUSTOMER
     00:37
     It just stopped running. I was driving and then it just died on me.
     AGENT
     00:44
     Okay, don't worry. I'm going to send someone to help you out. Can you please confirm your vehicle's make and model?
     CUSTOMER
     00:52
     It's a Toyota Camry.
     AGENT
     00:58
     Alright, I've got that. Someone will be there within the next 30 minutes to help you get back on the road.
     CUSTOMER
     01:05
     Okay, thank you so much. I really appreciate it.
     AGENT
     01:12
     You're welcome. Is there anything else I can assist you with while you wait?
     CUSTOMER
     01:19
     No, that's all. Thank you again.
     AGENT
     01:25
     You're welcome. We'll get you back on the road in no time. Have a great day.
     CUSTOMER
     01:32
     You too.
     """,8.5,"The agent was helpful and efficient in resolving the issue, providing clear instructions and a sense of urgency to get the customer back on the road.",2026-02-26,none,,The customer is calling for roadside assistance and the issue is resolved promptly. The tone is polite and appreciative throughout the conversation.,joy,"The customer expresses genuine emotional happiness and relief caused by the outcome of the call, showing appreciation and gratitude.",1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6938888888888889,0.57,0.34,"A customer calls for roadside assistance due to their Toyota Camry stopping on the highway. The agent locates the customer and sends help, which will arrive within 30 minutes.",Policy Changes (Vehicle/Driver/Usage),6.92,Vehiclebreakdown,Policy & Profile Management,,assistanceDispatched,Assistance dispatched refers to sending help to a customer in need of roadside assistance.,14.0,Lucas Moore,1596,115,2026-02-01,Insurance,5010,0.8,CASE-20260201-0013,Home Claims,call,0.58,Claims,Retail,false,Yes,17.0,High NPS,high,low,0,100.0,100.0,100.0,100.0,low,100.0,100.0,0.0,0.0,0,0.0,1,Yes,no,yes,
transcript_14,"AGENT
     00:00
     Hello good afternoon.
     CUSTOMER
     00:07
     good afternoon. I am calling to inquire about the status of my claim. I submitted it a few weeks ago and haven't heard back yet.
     AGENT
     00:15
     I apologize for the delay. Can you please provide me with your claim number so I can look into it for you?
     CUSTOMER
     00:22
     It's #123456.
     AGENT
     00:28
     Thank you. I've located your claim. It's currently under review by our adjuster. I can see that it was submitted on the 10th of this month.
     CUSTOMER
     00:37
     Okay, that's what I thought. How much longer will it take to process?
     AGENT
     00:43
     Typically, it takes around 2-3 weeks for our adjuster to review the claim. However, I can expedite the process for you. Would you like me to do that?
     CUSTOMER
     00:52
     Yes, please. I really need to get this resolved as soon as possible.
     AGENT
     00:58
     I've escalated your claim to our priority queue. You should hear back from us within the next 3-5 business days.
     CUSTOMER
     01:05
     Okay, that sounds good. What's the next step after that?
     AGENT
     01:12
     Once our adjuster has completed the review, we'll be in touch with you to discuss the outcome. If everything is in order, we'll proceed with the payment.
     CUSTOMER
     01:20
     Alright, thank you for your help. I appreciate it.
     AGENT
     01:25
     You're welcome. Is there anything else I can assist you with today?
     CUSTOMER
     01:30
     No, that's all. Thank you again.
     AGENT
     01:35
     You're welcome. Have a great day.
     CUSTOMER
     01:40
     You too.",8.0,"The agent was able to expedite the claim processing and provided a clear timeline for resolution, which alleviated the customer's concerns and improved their satisfaction.",2026-02-26,none,,The customer is calling to inquire about the status of their claim and the agent is able to assist them. The tone of the conversation is polite and the customer is appreciative of the agent's help. There is no indication of churn.,neutral,"The customer's language is showing no clear emotional charge (positive or negative), and the utterance is a routine acknowledgment and end-of-call politeness.",0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7394444444444446,0.83,0.16,"The customer inquired about the status of their claim (#123456) and the agent provided an update, stating it was under review. The agent offered to expedite the process, which the customer accepted, and was told to expect a response within 3-5 business days. The agent explained the next steps, including a discussion of the outcome and potential payment.",Claim Status & Updates,7.5,Claim Status Update,Claims & FNOL,,claimEscalated,ClaimEscalated refers to the process of prioritizing a claim to expedite its review and resolution.,7.400000095367432,Ava Jackson,1282,106,2025-09-30,Insurance,5001,0.2,CASE-20250930-0014,Billing Support,call,0.1,Support,Retail,true,No,16.0,High NPS,low,medium,1,100.0,50.0,100.0,100.0,low,100.0,66.66666666666666,0.0,0.0,0,0.0,0,No,yes,no,
transcript_15,"""AGENT
     00:00
     Hello good afternoon.
     CUSTOMER
     00:07
     good afternoon. I'm calling to modify my service providers. I want to change my tow and repair shop.
     AGENT
     00:15
     Okay, I'd be happy to help you with that. Can you please tell me your account number or the phone number associated with your account?
     CUSTOMER
     00:25
     It's 555-1234.
     AGENT
     00:30
     Thank you. I've located your account. What's the reason for changing your service providers?
     CUSTOMER
     00:37
     I'm not satisfied with the current tow service. They're always late and don't seem to care about my vehicle.
     AGENT
     00:45
     I apologize for the inconvenience. I'd be happy to help you find a new provider. We have a few options in your area. Would you like me to recommend some?
     CUSTOMER
     00:53
     Yes, please.
     AGENT
     01:00
     Okay. We have XYZ Towing and ABC Repair Shop in your area. Both have excellent reviews and ratings. Would you like to try one of them?
     CUSTOMER
     01:08
     Yeah, I'll try XYZ Towing.
     AGENT
     01:12
     Alright. I've updated your account with the new provider. You should receive a confirmation email shortly.
     CUSTOMER
     01:18
     Great, thank you.
     AGENT
     01:20
     You're welcome. Is there anything else I can assist you with today?
     CUSTOMER
     01:23
     No, that's all.
     AGENT
     01:25
     Alright. Thank you for calling, and have a great day.
     CUSTOMER
     01:27
     You too.""",8.0,"The agent provided a satisfactory solution to the customer's issue by recommending a new provider and updating their account, which led to a positive outcome.",2026-02-26,high,I'm not satisfied with the current tow service. They're always late and don't seem to care about my vehicle.,"The customer explicitly mentions dissatisfaction with the current service provider, which implies a high risk of churn.",neutral,"The customer's language shows no clear emotional charge, and the utterance is purely procedural or social, with routine acknowledgments and end-of-call politeness.",0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5872222222222222,0.58,0.49,"The customer called to modify their service providers, specifically to change their tow and repair shop due to dissatisfaction with the current provider's lateness and lack of care for their vehicle. The agent assisted in finding a new provider, recommending XYZ Towing and ABC Repair Shop, and updated the customer's account with the new provider.",Policy Changes (Vehicle/Driver/Usage),7.29,Providerdissatisfaction,Policy & Profile Management,,providerUpdated,Provider updated refers to the action of changing the service provider in the customer's account to a new one.,7.300000190734863,Olivia Davis,1745,112,2025-11-29,Insurance,5013,0.2,CASE-20251129-0015,Renewals,call,0.1,Policy,Retail,true,No,16.0,High NPS,low,medium,1,100.0,50.0,50.0,100.0,low,100.0,66.66666666666666,0.0,0.0,0,100.0,0,No,yes,yes,
transcript_16,"""AGENT
     00:00
     Hello good afternoon.
     CUSTOMER
     00:07
     good afternoon
     AGENT
     00:10
     How can I assist you today?
     CUSTOMER
     00:15
     Hi, I need to add some notes to my previous claim.
     AGENT
     00:20
     Okay, can you please provide me with your claim number so I can assist you further?
     CUSTOMER
     00:27
     It's #1234.
     AGENT
     00:30
     Thank you. What kind of notes would you like to add to your claim?
     CUSTOMER
     00:35
     I want to add some evidence, photos, and a repair estimate.
     AGENT
     00:40
     Okay, I can help you with that. Can you please upload the photos and repair estimate to our portal?
     CUSTOMER
     00:47
     How do I do that?
     AGENT
     00:50
     You can log in to your account on our website and click on the 'Upload Evidence' button. From there, you can select the files you want to upload.
     CUSTOMER
     00:57
     Okay, got it. And what about the notes?
     AGENT
     01:00
     You can add notes in the 'Add Notes' section of the portal. Just type in what you want to say and click 'Save'.
     CUSTOMER
     01:05
     Alright, I think that's it. Thank you for your help.
     AGENT
     01:10
     You're welcome. Is there anything else I can assist you with today?
     CUSTOMER
     01:15
     No, that's all. Thanks again.
     AGENT
     01:20
     You're welcome. Have a great day.""",8.0,"The agent provided clear and concise instructions on how to upload evidence and add notes to the claim, which made the process easier for me.",2026-02-26,none,None,The customer is calling to add notes to their previous claim and the agent is assisting them with the process. The tone of the customer is neutral and there is no indication of frustration or anger.,neutral,"The customer's language shows no clear emotional charge, and the utterance is a routine acknowledgment and end-of-call politeness.",0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.6272222222222222,0.61,0.28,"The customer contacted the agent to add notes to their previous claim (#1234). The agent guided the customer on how to upload evidence, photos, and a repair estimate to the portal, and also explained how to add notes. The customer thanked the agent and ended the call.",Claim Status & Updates,8.36,Missinginformation,Claims & FNOL,,,Not applicable as no final resolution was provided in the conversation.,12.199999809265137,James Miller,1302,116,2025-11-06,Insurance,5007,0.62,CASE-20251106-0016,Retention,call,0.43,Policy,Retail,false,Yes,16.0,High NPS,high,medium,0,100.0,50.0,50.0,100.0,low,0.0,100.0,0.0,0.0,0,100.0,1,Yes,no,yes,
transcript_17,"""
     AGENT
     00:00
     Hello good afternoon.
     CUSTOMER
     00:07
     good afternoon
     AGENT
     00:10
     I'm calling from XYZ Corporation. My name is Emily and I'm reaching out to you regarding your recent application for a business loan.
     CUSTOMER
     00:20
     Oh, hi Emily. Yeah, I did apply for a loan. What's the status on that?
     AGENT
     00:25
     Well, we're still processing your application, but we need some additional information to move forward. It looks like we're missing some financial documents from your end.
     CUSTOMER
     00:35
     Okay, I apologize for the delay. What specific documents do you need?
     AGENT
     00:40
     We need your business's tax returns from the past two years, as well as a copy of your business license.
     CUSTOMER
     00:50
     Alright, I can provide those. How do I get them to you?
     AGENT
     00:55
     You can upload them to our website or fax them to us. I can provide you with the fax number if you'd like.
     CUSTOMER
     01:00
     Yeah, that would be great. Can you give me the fax number?
     AGENT
     01:05
     It's 555-1234. If you have any issues or concerns, please don't hesitate to reach out to me directly.
     CUSTOMER
     01:10
     Okay, got it. I'll get those documents sent over today.
     AGENT
     01:15
     Great, thank you so much for your cooperation. We'll review the documents as soon as we receive them and be in touch soon.
     CUSTOMER
     01:20
     Sounds good. Thanks, Emily.
     AGENT
     01:25
     You're welcome. Have a great day!
     CUSTOMER
     01:30
     You too.
     """,8.0,"The agent provided clear instructions and support throughout the conversation, addressing my concerns and ensuring I understood the next steps for my loan application.",2026-02-26,none,,"The conversation is a routine call about a business loan application, and the customer is cooperative and polite throughout the call. There is no indication of churn.",neutral,"The customer's language is showing no clear emotional charge (positive or negative), it's a routine acknowledgment and end-of-call politeness.",0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.5583333333333332,0.82,0.37,"Emily from XYZ Corporation calls a customer regarding their business loan application, requesting additional financial documents, including tax returns and a business license, to move forward with the application.",Claim Status & Updates,8.36,Missinginformation,Claims & FNOL,,documentSubmissionInstructions,Document submission instructions refer to the guidance provided to the customer on how to submit the required documents.,8.300000190734863,Isabella White,1926,116,2026-01-12,Insurance,5006,0.23,CASE-20260112-0017,Retention,call,0.11,Policy,Retail,true,No,16.0,High NPS,medium,medium,1,66.66666666666666,50.0,50.0,100.0,low,100.0,100.0,0.0,0.0,0,100.0,0,Yes,yes,yes,
transcript_18,"""
     AGENT
     00:00
     Hello good afternoon.
     CUSTOMER
     00:07
     good afternoon
     AGENT
     00:10
     How can I assist you today?
     CUSTOMER
     00:15
     I need to add some notes to my claim. Can you help me with that?
     AGENT
     00:20
     Of course. Can you please provide me with your claim number so I can assist you further?
     CUSTOMER
     00:25
     It's #1234.
     AGENT
     00:30
     Thank you. What kind of notes would you like to add to your claim?
     CUSTOMER
     00:35
     I want to add some evidence. I have some photos of the damage.
     AGENT
     00:40
     Okay. You can upload the photos to our system. I'll guide you through the process.
     CUSTOMER
     00:45
     Okay. That sounds good.
     AGENT
     00:50
     Also, do you have a repair estimate for the damage?
     CUSTOMER
     00:55
     Yes, I do. Can I upload that as well?
     AGENT
     01:00
     Yes, please do. The more information you can provide, the better we can assist you with your claim.
     CUSTOMER
     01:05
     Okay. I've uploaded the photos and the repair estimate.
     AGENT
     01:10
     Great. I've added the notes to your claim. Is there anything else you need assistance with?
     CUSTOMER
     01:15
     No, that's all. Thank you for your help.
     AGENT
     01:20
     You're welcome. If you have any other questions or concerns, please don't hesitate to reach out to us.
     """,8.5,"The agent was helpful and guided me through the process of adding notes to my claim, and provided clear instructions on how to upload the required documents.",2026-02-26,none,,The customer is calling to add notes to their claim and the agent is assisting them with the process. The tone is neutral and there is no indication of frustration or dissatisfaction.,joy,"The customer expresses gratitude and appreciation for the help received, indicating a positive emotional tone.",0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6838888888888889,0.82,0.15,"The customer contacted the agent to add notes to their claim (#1234), specifically to upload photos of the damage and a repair estimate. The agent guided the customer through the process and added the notes to the claim.",Claim Status & Updates,1.7,Evidencesubmission,Claims & FNOL,,claimUpdated,Claim updated refers to the process of adding or modifying information related to an existing insurance claim to ensure it is accurate and complete.,14.399999618530273,Emma Wilson,1991,116,2026-02-16,Insurance,5004,0.84,CASE-20260216-0018,Retention,call,0.62,Policy,Retail,false,Yes,17.0,High NPS,high,low,0,100.0,50.0,50.0,100.0,low,100.0,66.66666666666666,0.0,0.0,0,100.0,1,Yes,no,yes,
transcript_19,"""AGENT
     00:00
     Hello good afternoon.
     CUSTOMER
     00:07
     good afternoon
     AGENT
     00:10
     How can I assist you today?
     CUSTOMER
     00:15
     I had an accident last week and I need to report it to my insurance company.
     AGENT
     00:20
     Sorry to hear that. Can you please provide me with your policy number so I can assist you with the First Notice of Loss (FNOL) process?
     CUSTOMER
     00:30
     Yeah, it's 1234567890.
     AGENT
     00:35
     Thank you for providing that. Can you please tell me more about the accident? What happened?
     CUSTOMER
     00:45
     I was driving home from work and another car ran a red light and hit me.
     AGENT
     00:55
     I'm so sorry to hear that. Were you injured in the accident?
     CUSTOMER
     01:00
     No, I was lucky. Just some damage to my car.
     AGENT
     01:05
     Okay. I'm going to go ahead and file the FNOL report for you. Can you please confirm your contact information, including your phone number and email address?
     CUSTOMER
     01:15
     Yeah, it's 555-1234 and [email address].
     AGENT
     01:20
     Got it. I've filed the report and you should receive an email with the details shortly. Is there anything else I can assist you with today?
     CUSTOMER
     01:25
     No, that's all. Thank you for your help.
     AGENT
     01:30
     You're welcome. Sorry again for the inconvenience and I hope everything gets resolved quickly.
     CUSTOMER
     01:35
     Yeah, me too. Thanks again.
     AGENT
     01:40
     Have a great day.
     CUSTOMER
     01:45
     You too.""",8.0,"The agent was empathetic and helpful throughout the conversation, efficiently guiding me through the FNOL process and providing clear explanations, which contributed to my overall satisfaction.",2026-02-26,none,,The customer is calling to report an accident and the agent is assisting with the process. The tone is neutral and there is no indication of frustration or dissatisfaction with the service.,neutral,"The customer's language shows no clear emotional charge, and the utterances are routine acknowledgments and end-of-call politeness.",0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5983333333333333,0.87,0.38,"The customer reported a car accident to their insurance company and provided the necessary information, including their policy number and details of the accident. The agent assisted with the First Notice of Loss (FNOL) process and filed the report, and the customer confirmed their contact information.",FNOL & Filing,10.0,Accidentdamage,Claims & FNOL,,claimFiled,Claim filed refers to the submission of a formal request to an insurance company for coverage or compensation following an incident.,13.5,Ethan Martin,1403,120,2025-10-08,Insurance,5005,0.75,CASE-20251008-0019,Technical Support,call,0.54,Support,Retail,false,Yes,16.0,High NPS,high,high,0,100.0,50.0,50.0,100.0,low,100.0,66.66666666666666,0.0,0.0,0,100.0,1,Yes,no,yes,
transcript_20,"""AGENT
        00:00
        Hello good afternoon.
        CUSTOMER
        00:07
        good afternoon. I'm calling about my policy. I need to make some changes.
        AGENT
        00:14
        Okay, I'd be happy to help you with that. Can you please provide me with your policy number so I can look into it?
        CUSTOMER
        00:23
        It's #123456.
        AGENT
        00:29
        Thank you. I've located your policy. What changes would you like to make?
        CUSTOMER
        00:36
        I'd like to add my new car to the policy.
        AGENT
        00:42
        Okay, I can help you with that. Can you please provide me with the make, model, and VIN of the new car?
        CUSTOMER
        00:51
        It's a Toyota Camry, 2022, and the VIN is 1234567890.
        AGENT
        01:00
        Got it. I've added the new car to your policy. Would you like to review the changes before I finalize them?
        CUSTOMER
        01:08
        Yes, please.
        AGENT
        01:14
        Okay. Let me just review the changes with you. (pause) Everything looks good. The premium will increase by $50 per month. Is that okay with you?
        CUSTOMER
        01:24
        Yes, that's fine.
        AGENT
        01:29
        Alright. I've finalized the changes. Your policy has been updated. You should receive an email with the updated policy documents within the next 24 hours.
        CUSTOMER
        01:37
        Great, thank you for your help.
        AGENT
        01:42
        You're welcome. Is there anything else I can assist you with today?
        CUSTOMER
        01:47
        No, that's all. Thank you again.
        AGENT
        01:52
        You're welcome. Have a great day.""",8.5,"The agent was helpful and efficient in making the necessary changes to my policy, and provided clear explanations of the updates.",2026-02-26,none,,"The customer is calling to make changes to their policy and the agent is able to assist them successfully. The tone of the conversation is polite and friendly, with no indication of frustration or dissatisfaction.",neutral,"The customer's language is showing no clear emotional charge (positive or negative), and the utterance is a routine acknowledgment and end-of-call politeness.",1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6788888888888889,0.83,0.39,"The customer called to make changes to their policy, specifically adding a new car, a 2022 Toyota Camry. The agent assisted with the changes, reviewed the updates with the customer, and finalized the policy with a $50 monthly premium increase.",Policy Changes (Vehicle/Driver/Usage),7.72,Vehicle Change,Policy & Profile Management,,policyUpdated,PolicyUpdated refers to the successful modification of an insurance policy as requested by the customer.,9.600000381469727,Ava Jackson,1171,111,2025-12-30,Insurance,5001,0.36,CASE-20251230-0020,Fraud & Risk,call,0.22,Risk,Retail,false,Yes,17.0,High NPS,medium,medium,1,100.0,50.0,100.0,100.0,low,100.0,33.33333333333333,0.0,0.0,0,100.0,0,Yes,no,yes,
transcript_21,"""AGENT
         00:00
         Hello good afternoon.
         CUSTOMER
         00:07
         good afternoon I'm calling about my claim. I'm really frustrated and disappointed with the process so far. It's been weeks and I haven't heard back from anyone.
         AGENT
         00:23
         I apologize for the inconvenience. Can you please provide me with your claim number so I can look into this further?
         CUSTOMER
         00:35
         It's #12345. I've already provided all the necessary documents and information, but nobody seems to be working on it.
         AGENT
         00:48
         I've located your claim. I see that it's still under review. I'm going to escalate this to our priority team to get an update on the status.
         CUSTOMER
         01:02
         That's what the last agent told me. I was promised a call back within 24 hours, but nobody called. I'm starting to think that nobody cares about my situation.
         AGENT
         01:18
         I understand your frustration. I'm going to personally follow up on this and ensure that you get a call back today. Can I confirm your contact number please?
         CUSTOMER
         01:30
         It's 555-1234. I hope you're not just saying that to get me off the phone.
         AGENT
         01:42
         I assure you, I'm committed to resolving this issue. You will receive a call back today. If you don't, please call me directly and I'll make sure it gets done.
         CUSTOMER
         01:55
         Okay...I hope so. This experience has been really disappointing.
         AGENT
         02:02
         I understand. I'm going to make things right. You will receive a call back today and we'll get your claim moving forward. Is there anything else I can assist you with?
         CUSTOMER
         02:15
         No, that's all. Just get my claim resolved.
         AGENT
         02:22
         You will receive a call back today. Thank you for bringing this to my attention and I apologize again for the inconvenience.
         CUSTOMER
         02:30
         Thank you.""",4.0,"The agent's failure to provide a clear resolution and follow-up on previous promises, despite their assurance to personally escalate the issue, led to a lack of trust and satisfaction.",2026-02-26,medium,I'm starting to think that nobody cares about my situation.,"The customer is angry and frustrated with the service, and has called before but the issue was not resolved, which suggests a medium churn risk.",anger,"The customer expresses frustration and disappointment with the experience, indicating anger.",0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.6305555555555555,0.7,0.35,"A customer calls to express frustration about the delay in their claim, which has been pending for weeks. The agent apologizes, escalates the claim to the priority team, and promises a call back within 24 hours to resolve the issue.",Claim Escalations,7.81,Servicedelay,Claims & FNOL,,claimEscalated,Claim escalation refers to prioritizing and expediting a claim to address delays or issues.,13.300000190734863,Emma Wilson,1326,119,2025-12-20,Insurance,5004,0.73,CASE-20251220-0021,Sales,call,0.52,Policy,Retail,false,Yes,8.0,High NPS,high,medium,0,100.0,50.0,100.0,100.0,low,100.0,100.0,0.0,0.0,0,100.0,1,Yes,no,no,
